Index,fsr1,fsr2,fsr3,fsr4,Posture,Age,Gender,Weight
507,1223,672,1734,1678,lean_backward,21,Male,65kg
508,1227,987,1742,1709,lean_backward,21,Male,65kg
509,1264,1244,1641,1626,lean_backward,21,Male,65kg
510,1280,1270,1616,1601,lean_backward,21,Male,65kg
511,1280,1275,1535,1615,lean_backward,21,Male,65kg
512,1283,1232,1518,1709,lean_backward,21,Male,65kg
513,1229,1293,1573,1582,lean_backward,21,Male,65kg
514,1087,1296,1597,1410,lean_backward,21,Male,65kg
515,1115,1316,1574,1584,lean_backward,21,Male,65kg
516,1102,1339,1526,1593,lean_backward,21,Male,65kg
517,1109,1370,1535,1658,lean_backward,21,Male,65kg
518,1126,1361,1535,1658,lean_backward,21,Male,65kg
519,1094,1376,1600,1697,lean_backward,21,Male,65kg
520,1106,1367,1657,1663,lean_backward,21,Male,65kg
521,1110,1395,1681,1810,lean_backward,21,Male,65kg
522,1115,1382,1680,1840,lean_backward,21,Male,65kg
523,1095,1401,1687,1785,lean_backward,21,Male,65kg
524,1089,1409,1710,1835,lean_backward,21,Male,65kg
525,1116,1401,1716,1902,lean_backward,21,Male,65kg
526,1114,1391,1728,1875,lean_backward,21,Male,65kg
527,1091,1392,1743,1886,lean_backward,21,Male,65kg
528,1121,1399,1721,1917,lean_backward,21,Male,65kg
529,1115,1405,1697,1872,lean_backward,21,Male,65kg
530,1123,1386,1733,1868,lean_backward,21,Male,65kg
531,1114,1394,1724,1858,lean_backward,21,Male,65kg
532,1130,1391,1697,1849,lean_backward,21,Male,65kg
533,1145,1402,1681,1826,lean_backward,21,Male,65kg
534,1136,1413,1696,1793,lean_backward,21,Male,65kg
535,1135,1408,1695,1842,lean_backward,21,Male,65kg
536,1145,1409,1712,1833,lean_backward,21,Male,65kg
537,1139,1425,1697,1853,lean_backward,21,Male,65kg
538,1108,1415,1710,1841,lean_backward,21,Male,65kg
539,1129,1455,1697,1829,lean_backward,21,Male,65kg
540,1151,1456,1735,1865,lean_backward,21,Male,65kg
541,1136,1451,1781,1868,lean_backward,21,Male,65kg
542,1139,1447,1750,1851,lean_backward,21,Male,65kg
543,1141,1456,1775,1835,lean_backward,21,Male,65kg
544,1146,1456,1744,1856,lean_backward,21,Male,65kg
545,1166,1401,1754,1911,lean_backward,21,Male,65kg
546,1171,1456,1754,1931,lean_backward,21,Male,65kg
547,1184,1413,1757,1934,lean_backward,21,Male,65kg
548,1179,1408,1753,1951,lean_backward,21,Male,65kg
549,1168,1411,1758,1947,lean_backward,21,Male,65kg
550,1174,1429,1760,1936,lean_backward,21,Male,65kg
551,1183,1456,1751,1933,lean_backward,21,Male,65kg
552,1195,1453,1754,1922,lean_backward,21,Male,65kg
553,1181,1438,1744,1909,lean_backward,21,Male,65kg
554,1195,1447,1739,1922,lean_backward,21,Male,65kg
555,1210,1451,1726,1914,lean_backward,21,Male,65kg
556,1187,1447,1746,1917,lean_backward,21,Male,65kg
557,1195,1438,1741,1929,lean_backward,21,Male,65kg
558,1199,1422,1744,1929,lean_backward,21,Male,65kg
559,1191,1422,1761,1957,lean_backward,21,Male,65kg
560,1199,1415,1762,1947,lean_backward,21,Male,65kg
561,1209,1375,1755,1946,lean_backward,21,Male,65kg
562,1198,1381,1754,1941,lean_backward,21,Male,65kg
563,1195,1424,1749,1946,lean_backward,21,Male,65kg
564,1195,1394,1748,1936,lean_backward,21,Male,65kg
565,1197,1471,1770,1957,lean_backward,21,Male,65kg
566,1187,1485,1767,1963,lean_backward,21,Male,65kg
567,1190,1478,1776,1968,lean_backward,21,Male,65kg
568,1161,1390,1789,1968,lean_backward,21,Male,65kg
569,1169,1390,1789,1951,lean_backward,21,Male,65kg
570,1183,1391,1802,1970,lean_backward,21,Male,65kg
571,1163,1393,1789,1968,lean_backward,21,Male,65kg
572,1186,1405,1797,1992,lean_backward,21,Male,65kg
573,1186,1389,1809,1968,lean_backward,21,Male,65kg
574,1183,1392,1808,1983,lean_backward,21,Male,65kg
575,1167,1398,1796,1981,lean_backward,21,Male,65kg
576,1198,1392,1817,1997,lean_backward,21,Male,65kg
577,1181,1409,1817,2000,lean_backward,21,Male,65kg
578,1191,1391,1811,1984,lean_backward,21,Male,65kg
579,1186,1393,1818,2005,lean_backward,21,Male,65kg
580,1199,1411,1819,1999,lean_backward,21,Male,65kg
581,1207,1401,1826,1998,lean_backward,21,Male,65kg
582,1193,1392,1824,1974,lean_backward,21,Male,65kg
583,1201,1380,1830,1970,lean_backward,21,Male,65kg
584,1203,1374,1827,1971,lean_backward,21,Male,65kg
585,1195,1396,1823,1968,lean_backward,21,Male,65kg
586,1197,1389,1815,1936,lean_backward,21,Male,65kg
587,1200,1387,1815,1951,lean_backward,21,Male,65kg
588,1211,1379,1810,1945,lean_backward,21,Male,65kg
589,1205,1386,1827,1936,lean_backward,21,Male,65kg
590,1198,1386,1822,1938,lean_backward,21,Male,65kg
591,1201,1375,1817,1885,lean_backward,21,Male,65kg
592,1191,1367,1821,1890,lean_backward,21,Male,65kg
593,1190,1386,1823,1903,lean_backward,21,Male,65kg
594,1206,1385,1822,1904,lean_backward,21,Male,65kg
595,1210,1377,1828,1922,lean_backward,21,Male,65kg
596,1207,1385,1833,1921,lean_backward,21,Male,65kg
597,1200,1395,1843,1948,lean_backward,21,Male,65kg
598,1189,1398,1858,1955,lean_backward,21,Male,65kg
599,1188,1443,1818,1950,lean_backward,21,Male,65kg
600,1205,1425,1834,1919,lean_backward,21,Male,65kg
601,1206,1461,1826,1937,lean_backward,21,Male,65kg
602,1187,1456,1826,1852,lean_backward,21,Male,65kg
603,1207,1322,1806,1885,lean_backward,21,Male,65kg
604,1206,1338,1785,1860,lean_backward,21,Male,65kg
605,1200,1339,1810,1854,lean_backward,21,Male,65kg
606,1213,1337,1822,1860,lean_backward,21,Male,65kg
607,1207,1360,1791,1831,lean_backward,21,Male,65kg
608,1194,1349,1802,1783,lean_backward,21,Male,65kg
609,1202,1338,1765,1834,lean_backward,21,Male,65kg
610,1214,1343,1750,1808,lean_backward,21,Male,65kg
611,1187,1350,1758,1779,lean_backward,21,Male,65kg
612,1219,1349,1792,1776,lean_backward,21,Male,65kg
613,1248,1329,1787,1782,lean_backward,21,Male,65kg
614,1226,1335,1805,1795,lean_backward,21,Male,65kg
615,1216,1352,1808,1819,lean_backward,21,Male,65kg
616,1223,1362,1781,1805,lean_backward,21,Male,65kg
617,1231,1375,1779,1821,lean_backward,21,Male,65kg
618,1221,1360,1807,1840,lean_backward,21,Male,65kg
619,1207,1359,1789,1840,lean_backward,21,Male,65kg
620,1222,1366,1805,1862,lean_backward,21,Male,65kg
621,1231,1370,1790,1864,lean_backward,21,Male,65kg
622,1203,1342,1795,1831,lean_backward,21,Male,65kg
623,1217,1361,1808,1841,lean_backward,21,Male,65kg
624,1237,1338,1798,1850,lean_backward,21,Male,65kg
625,1234,1354,1802,1811,lean_backward,21,Male,65kg
626,1223,1344,1798,1820,lean_backward,21,Male,65kg
627,1205,1344,1835,1862,lean_backward,21,Male,65kg
628,1216,1341,1835,1827,lean_backward,21,Male,65kg
629,1199,1331,1843,1853,lean_backward,21,Male,65kg
630,1211,1337,1861,1840,lean_backward,21,Male,65kg
631,1216,1321,1847,1836,lean_backward,21,Male,65kg
632,1200,1317,1854,1849,lean_backward,21,Male,65kg
633,1186,1341,1834,1830,lean_backward,21,Male,65kg
634,1201,1337,1840,1838,lean_backward,21,Male,65kg
635,1157,1313,1840,1821,lean_backward,21,Male,65kg
636,1169,1311,1840,1821,lean_backward,21,Male,65kg
637,1168,1321,1803,1839,lean_backward,21,Male,65kg
638,1186,1315,1809,1808,lean_backward,21,Male,65kg
639,1157,1303,1807,1829,lean_backward,21,Male,65kg
640,1179,1305,1840,1819,lean_backward,21,Male,65kg
641,1165,1326,1842,1831,lean_backward,21,Male,65kg
642,1189,1317,1845,1850,lean_backward,21,Male,65kg
643,1183,1308,1844,1841,lean_backward,21,Male,65kg
644,1172,1327,1856,1835,lean_backward,21,Male,65kg
645,1191,1328,1857,1813,lean_backward,21,Male,65kg
646,1195,1341,1863,1808,lean_backward,21,Male,65kg
647,1199,1335,1863,1808,lean_backward,21,Male,65kg
648,1168,1334,1853,1822,lean_backward,21,Male,65kg
649,1185,1350,1898,1808,lean_backward,21,Male,65kg
650,1200,1360,1904,1789,lean_backward,21,Male,65kg
651,1205,1355,1906,1696,lean_backward,21,Male,65kg
652,1200,1351,1905,1726,lean_backward,21,Male,65kg
653,1216,1349,1905,1732,lean_backward,21,Male,65kg
654,1214,1351,1908,1721,lean_backward,21,Male,65kg
655,1186,1355,1897,1779,lean_backward,21,Male,65kg
656,1206,1348,1904,1786,lean_backward,21,Male,65kg
657,1220,1350,1905,1858,lean_backward,21,Male,65kg
658,1200,1358,1914,1893,lean_backward,21,Male,65kg
659,1187,1360,1910,1824,lean_backward,21,Male,65kg
660,1222,1360,1891,1782,lean_backward,21,Male,65kg
661,1209,1371,1885,1811,lean_backward,21,Male,65kg
662,1186,1366,1907,1798,lean_backward,21,Male,65kg
663,1198,1365,1881,1811,lean_backward,21,Male,65kg
664,1204,1370,1879,1717,lean_backward,21,Male,65kg
665,1203,1351,1904,1701,lean_backward,21,Male,65kg
666,1209,1378,1924,1678,lean_backward,21,Male,65kg
667,1195,1365,1917,1678,lean_backward,21,Male,65kg
668,1216,1363,1914,1625,lean_backward,21,Male,65kg
669,1207,1375,1915,1687,lean_backward,21,Male,65kg
670,1199,1396,1930,1690,lean_backward,21,Male,65kg
671,1208,1424,1913,1602,lean_backward,21,Male,65kg
672,1216,1430,1904,1630,lean_backward,21,Male,65kg
673,1200,1446,1904,1722,lean_backward,21,Male,65kg
674,1215,1439,1915,1679,lean_backward,21,Male,65kg
675,1200,1429,1905,1670,lean_backward,21,Male,65kg
676,1211,1418,1898,1642,lean_backward,21,Male,65kg
677,1207,1414,1902,1607,lean_backward,21,Male,65kg
678,1215,1427,1887,1634,lean_backward,21,Male,65kg
679,1216,1430,1904,1628,lean_backward,21,Male,65kg
680,1195,1425,1931,1627,lean_backward,21,Male,65kg
681,1162,1399,1912,1654,lean_backward,21,Male,65kg
682,1200,1408,1938,1667,lean_backward,21,Male,65kg
683,1199,1424,1943,1680,lean_backward,21,Male,65kg
684,1203,1408,1947,1648,lean_backward,21,Male,65kg
685,1198,1424,1951,1635,lean_backward,21,Male,65kg
686,1203,1423,1942,1639,lean_backward,21,Male,65kg
687,1200,1434,1955,1631,lean_backward,21,Male,65kg
688,1205,1439,1950,1610,lean_backward,21,Male,65kg
689,1209,1435,1951,1613,lean_backward,21,Male,65kg
690,1211,1439,1959,1584,lean_backward,21,Male,65kg
691,1203,1447,1944,1615,lean_backward,21,Male,65kg
692,1213,1450,1949,1628,lean_backward,21,Male,65kg
693,1200,1451,1957,1596,lean_backward,21,Male,65kg
694,1199,1444,1940,1659,lean_backward,21,Male,65kg
695,1205,1454,1939,1680,lean_backward,21,Male,65kg
696,1200,1456,1943,1695,lean_backward,21,Male,65kg
697,1207,1435,1937,1711,lean_backward,21,Male,65kg
698,1201,1433,1939,1691,lean_backward,21,Male,65kg
699,1190,1450,1947,1649,lean_backward,21,Male,65kg
700,1182,1443,1945,1675,lean_backward,21,Male,65kg
701,1213,1431,1953,1685,lean_backward,21,Male,65kg
702,1187,1454,1949,1664,lean_backward,21,Male,65kg
703,1189,1458,1963,1754,lean_backward,21,Male,65kg
704,1217,1456,1948,1749,lean_backward,21,Male,65kg
705,1207,1445,1947,1774,lean_backward,21,Male,65kg
706,1195,1456,1938,1783,lean_backward,21,Male,65kg
707,1194,1461,1949,1738,lean_backward,21,Male,65kg
708,1226,1456,1946,1701,lean_backward,21,Male,65kg
709,1214,1452,1941,1711,lean_backward,21,Male,65kg
710,1199,1450,1941,1721,lean_backward,21,Male,65kg
711,1220,1453,1951,1694,lean_backward,21,Male,65kg
712,1212,1449,1945,1704,lean_backward,21,Male,65kg
713,1205,1442,1942,1706,lean_backward,21,Male,65kg
714,1184,1437,1936,1732,lean_backward,21,Male,65kg
715,1204,1447,1938,1702,lean_backward,21,Male,65kg
716,1225,1436,1918,1703,lean_backward,21,Male,65kg
717,1214,1447,1921,1699,lean_backward,21,Male,65kg
718,1213,1443,1918,1691,lean_backward,21,Male,65kg
719,1211,1453,1920,1703,lean_backward,21,Male,65kg
720,1203,1453,1922,1712,lean_backward,21,Male,65kg
721,1201,1455,1936,1711,lean_backward,21,Male,65kg
722,1203,1456,1933,1727,lean_backward,21,Male,65kg
723,1210,1454,1929,1807,lean_backward,21,Male,65kg
724,1211,1451,1922,1805,lean_backward,21,Male,65kg
725,1212,1477,1917,1776,lean_backward,21,Male,65kg
726,1217,1467,1911,1767,lean_backward,21,Male,65kg
727,1200,1455,1924,1789,lean_backward,21,Male,65kg
728,1189,1446,1921,1757,lean_backward,21,Male,65kg
729,1200,1453,1917,1759,lean_backward,21,Male,65kg
730,1197,1461,1934,1778,lean_backward,21,Male,65kg
731,1200,1456,1909,1777,lean_backward,21,Male,65kg
732,1195,1452,1936,1735,lean_backward,21,Male,65kg
733,1211,1455,1940,1584,lean_backward,21,Male,65kg
734,1193,1443,1947,1614,lean_backward,21,Male,65kg
735,1205,1456,1943,1665,lean_backward,21,Male,65kg
736,1162,1434,1907,1650,lean_backward,21,Male,65kg
737,1181,1445,1952,1650,lean_backward,21,Male,65kg
738,1168,1450,1951,1613,lean_backward,21,Male,65kg
739,1182,1431,1936,1623,lean_backward,21,Male,65kg
740,1185,1442,1949,1648,lean_backward,21,Male,65kg
741,1199,1438,1935,1664,lean_backward,21,Male,65kg
742,1203,1434,1930,1666,lean_backward,21,Male,65kg
743,1184,1438,1941,1674,lean_backward,21,Male,65kg
744,1163,1435,1950,1680,lean_backward,21,Male,65kg
745,1189,1437,1946,1695,lean_backward,21,Male,65kg
746,1203,1425,1944,1707,lean_backward,21,Male,65kg
747,1198,1443,1949,1699,lean_backward,21,Male,65kg
748,1204,1435,1954,1708,lean_backward,21,Male,65kg
749,1219,1435,1950,1724,lean_backward,21,Male,65kg
750,1202,1440,1949,1687,lean_backward,21,Male,65kg
751,1203,1442,1967,1714,lean_left,21,Male,65kg
752,0,2173,1847,1445,lean_left,21,Male,65kg
753,1143,1008,2148,1807,lean_left,21,Male,65kg
754,2032,0,2967,0,lean_left,21,Male,65kg
755,2118,0,3008,0,lean_left,21,Male,65kg
756,2014,0,2949,0,lean_left,21,Male,65kg
757,1885,0,2978,0,lean_left,21,Male,65kg
758,1988,0,2926,213,lean_left,21,Male,65kg
759,2005,0,2879,166,lean_left,21,Male,65kg
760,2033,0,2899,235,lean_left,21,Male,65kg
761,2058,0,2887,299,lean_left,21,Male,65kg
762,2034,0,2909,274,lean_left,21,Male,65kg
763,2033,0,2918,212,lean_left,21,Male,65kg
764,2159,0,2640,187,lean_left,21,Male,65kg
765,2209,0,2619,269,lean_left,21,Male,65kg
766,2032,0,2724,594,lean_left,21,Male,65kg
767,1950,0,2709,787,lean_left,21,Male,65kg
768,1945,0,2746,720,lean_left,21,Male,65kg
769,1899,0,2798,611,lean_left,21,Male,65kg
770,1883,0,2827,777,lean_left,21,Male,65kg
771,1919,0,2736,773,lean_left,21,Male,65kg
772,1818,0,2743,783,lean_left,21,Male,65kg
773,1811,0,2762,782,lean_left,21,Male,65kg
774,1790,0,2741,688,lean_left,21,Male,65kg
775,1853,0,2722,727,lean_left,21,Male,65kg
776,1840,0,2734,670,lean_left,21,Male,65kg
777,1815,0,2730,682,lean_left,21,Male,65kg
778,1831,0,2721,750,lean_left,21,Male,65kg
779,1778,0,2793,697,lean_left,21,Male,65kg
780,1840,0,2798,669,lean_left,21,Male,65kg
781,1869,0,2832,511,lean_left,21,Male,65kg
782,1494,0,2814,737,lean_left,21,Male,65kg
783,1433,0,2800,722,lean_left,21,Male,65kg
784,1407,0,2843,720,lean_left,21,Male,65kg
785,1403,0,2730,714,lean_left,21,Male,65kg
786,1386,0,2746,748,lean_left,21,Male,65kg
787,1322,0,2756,699,lean_left,21,Male,65kg
788,1325,0,2819,666,lean_left,21,Male,65kg
789,1619,0,2852,509,lean_left,21,Male,65kg
790,1713,0,2838,407,lean_left,21,Male,65kg
791,1771,0,2851,385,lean_left,21,Male,65kg
792,1761,0,2858,464,lean_left,21,Male,65kg
793,1787,0,2848,495,lean_left,21,Male,65kg
794,1791,0,2852,509,lean_left,21,Male,65kg
795,1758,0,2846,461,lean_left,21,Male,65kg
796,1712,0,2859,528,lean_left,21,Male,65kg
797,1589,0,2883,561,lean_left,21,Male,65kg
798,1580,0,2864,592,lean_left,21,Male,65kg
799,1467,0,2857,660,lean_left,21,Male,65kg
800,1456,0,2863,691,lean_left,21,Male,65kg
801,1473,0,2863,680,lean_left,21,Male,65kg
802,1470,0,2864,647,lean_left,21,Male,65kg
803,1446,0,2865,641,lean_left,21,Male,65kg
804,1447,0,2857,643,lean_left,21,Male,65kg
805,1458,0,2856,624,lean_left,21,Male,65kg
806,1575,0,2871,535,lean_left,21,Male,65kg
807,1535,0,2879,636,lean_left,21,Male,65kg
808,1564,0,2864,633,lean_left,21,Male,65kg
809,1535,0,2865,608,lean_left,21,Male,65kg
810,1565,0,2875,613,lean_left,21,Male,65kg
811,1555,0,2870,624,lean_left,21,Male,65kg
812,1567,0,2863,616,lean_left,21,Male,65kg
813,1584,0,2864,623,lean_left,21,Male,65kg
814,1575,0,2868,621,lean_left,21,Male,65kg
815,1571,0,2864,622,lean_left,21,Male,65kg
816,1531,0,2862,675,lean_left,21,Male,65kg
817,1516,0,2865,723,lean_left,21,Male,65kg
818,1490,0,2865,715,lean_left,21,Male,65kg
819,1482,0,2867,730,lean_left,21,Male,65kg
820,1494,0,2860,707,lean_left,21,Male,65kg
821,1490,0,2861,687,lean_left,21,Male,65kg
822,1458,0,2874,688,lean_left,21,Male,65kg
823,1425,0,2873,717,lean_left,21,Male,65kg
824,1442,0,2874,655,lean_left,21,Male,65kg
825,1424,0,2866,625,lean_left,21,Male,65kg
826,1408,0,2864,649,lean_left,21,Male,65kg
827,1409,0,2864,670,lean_left,21,Male,65kg
828,1412,0,2864,681,lean_left,21,Male,65kg
829,1411,0,2861,686,lean_left,21,Male,65kg
830,1424,0,2864,693,lean_left,21,Male,65kg
831,1439,0,2858,718,lean_left,21,Male,65kg
832,1424,0,2857,707,lean_left,21,Male,65kg
833,1433,0,2861,709,lean_left,21,Male,65kg
834,1438,0,2859,709,lean_left,21,Male,65kg
835,1451,0,2864,707,lean_left,21,Male,65kg
836,1426,0,2865,717,lean_left,21,Male,65kg
837,1437,0,2864,688,lean_left,21,Male,65kg
838,1443,0,2866,714,lean_left,21,Male,65kg
839,1515,0,2883,709,lean_left,21,Male,65kg
840,1517,0,2878,739,lean_left,21,Male,65kg
841,1460,0,2874,722,lean_left,21,Male,65kg
842,1424,0,2759,767,lean_left,21,Male,65kg
843,1407,0,2781,753,lean_left,21,Male,65kg
844,1392,0,2774,761,lean_left,21,Male,65kg
845,1358,0,2771,739,lean_left,21,Male,65kg
846,1375,0,2791,720,lean_left,21,Male,65kg
847,1381,0,2787,704,lean_left,21,Male,65kg
848,1374,0,2735,722,lean_left,21,Male,65kg
849,1379,0,2763,659,lean_left,21,Male,65kg
850,1386,0,2736,675,lean_left,21,Male,65kg
851,1393,0,2747,663,lean_left,21,Male,65kg
852,1410,0,2765,655,lean_left,21,Male,65kg
853,1407,0,2767,658,lean_left,21,Male,65kg
854,1395,0,2754,638,lean_left,21,Male,65kg
855,1415,0,2832,634,lean_left,21,Male,65kg
856,1463,0,2823,688,lean_left,21,Male,65kg
857,1440,0,2809,686,lean_left,21,Male,65kg
858,1482,0,2810,682,lean_left,21,Male,65kg
859,1472,0,2805,671,lean_left,21,Male,65kg
860,1471,0,2805,686,lean_left,21,Male,65kg
861,1480,0,2803,692,lean_left,21,Male,65kg
862,1481,0,2812,673,lean_left,21,Male,65kg
863,1477,0,2807,674,lean_left,21,Male,65kg
864,1487,0,2812,713,lean_left,21,Male,65kg
865,1483,0,2805,702,lean_left,21,Male,65kg
866,1473,0,2783,752,lean_left,21,Male,65kg
867,1456,0,2804,704,lean_left,21,Male,65kg
868,1472,0,2813,663,lean_left,21,Male,65kg
869,1466,0,2787,635,lean_left,21,Male,65kg
870,1483,0,2784,661,lean_left,21,Male,65kg
871,1447,0,2768,607,lean_left,21,Male,65kg
872,1456,0,2792,621,lean_left,21,Male,65kg
873,1456,0,2781,611,lean_left,21,Male,65kg
874,1483,0,2774,631,lean_left,21,Male,65kg
875,1399,0,2685,705,lean_left,21,Male,65kg
876,1427,0,2718,467,lean_left,21,Male,65kg
877,1431,0,2736,450,lean_left,21,Male,65kg
878,1414,0,2751,487,lean_left,21,Male,65kg
879,1420,0,2735,534,lean_left,21,Male,65kg
880,1401,0,2726,560,lean_left,21,Male,65kg
881,1307,0,2716,585,lean_left,21,Male,65kg
882,1337,0,2730,605,lean_left,21,Male,65kg
883,1287,0,2719,539,lean_left,21,Male,65kg
884,1360,0,2707,579,lean_left,21,Male,65kg
885,1340,0,2711,555,lean_left,21,Male,65kg
886,1351,0,2706,592,lean_left,21,Male,65kg
887,1573,0,2768,451,lean_left,21,Male,65kg
888,1488,0,2730,494,lean_left,21,Male,65kg
889,1488,0,2755,541,lean_left,21,Male,65kg
890,1461,0,2761,570,lean_left,21,Male,65kg
891,1578,0,2768,486,lean_left,21,Male,65kg
892,1414,0,2829,589,lean_left,21,Male,65kg
893,1391,0,2727,592,lean_left,21,Male,65kg
894,1380,0,2738,595,lean_left,21,Male,65kg
895,1346,0,2726,606,lean_left,21,Male,65kg
896,1343,0,2755,592,lean_left,21,Male,65kg
897,1319,0,2721,555,lean_left,21,Male,65kg
898,1319,0,2704,568,lean_left,21,Male,65kg
899,1301,0,2703,528,lean_left,21,Male,65kg
900,1282,0,2704,554,lean_left,21,Male,65kg
901,1317,0,2928,626,lean_left,21,Male,65kg
902,656,2452,0,2365,lean_left,21,Male,65kg
903,386,2429,0,2521,lean_left,21,Male,65kg
904,591,2398,444,2293,lean_left,21,Male,65kg
905,1431,0,3024,0,lean_left,21,Male,65kg
906,1752,0,2988,0,lean_left,21,Male,65kg
907,2243,0,2605,0,lean_left,21,Male,65kg
908,1296,0,2348,266,lean_left,21,Male,65kg
909,1479,0,2213,237,lean_left,21,Male,65kg
910,1374,0,2304,202,lean_left,21,Male,65kg
911,1369,0,2362,211,lean_left,21,Male,65kg
912,1338,0,2327,333,lean_left,21,Male,65kg
913,1344,0,2368,318,lean_left,21,Male,65kg
914,1395,0,2356,594,lean_left,21,Male,65kg
915,1375,0,2223,636,lean_left,21,Male,65kg
916,1355,0,2222,689,lean_left,21,Male,65kg
917,1327,0,2175,741,lean_left,21,Male,65kg
918,1351,0,2207,757,lean_left,21,Male,65kg
919,1310,0,2205,731,lean_left,21,Male,65kg
920,1345,0,2243,759,lean_left,21,Male,65kg
921,1319,0,2255,799,lean_left,21,Male,65kg
922,1429,0,2463,347,lean_left,21,Male,65kg
923,1712,0,2430,267,lean_left,21,Male,65kg
924,1438,0,2482,330,lean_left,21,Male,65kg
925,1359,0,2448,333,lean_left,21,Male,65kg
926,1392,0,2419,345,lean_left,21,Male,65kg
927,1374,0,2416,303,lean_left,21,Male,65kg
928,1392,0,2394,336,lean_left,21,Male,65kg
929,1390,0,2415,272,lean_left,21,Male,65kg
930,1420,0,2404,285,lean_left,21,Male,65kg
931,1418,0,2437,303,lean_left,21,Male,65kg
932,1426,0,2414,291,lean_left,21,Male,65kg
933,1425,0,2431,354,lean_left,21,Male,65kg
934,1417,0,2432,342,lean_left,21,Male,65kg
935,1392,0,2448,382,lean_left,21,Male,65kg
936,1392,0,2438,418,lean_left,21,Male,65kg
937,1409,0,2435,411,lean_left,21,Male,65kg
938,1392,0,2432,429,lean_left,21,Male,65kg
939,1378,0,2426,495,lean_left,21,Male,65kg
940,1387,0,2428,521,lean_left,21,Male,65kg
941,1392,0,2426,482,lean_left,21,Male,65kg
942,1366,0,2422,468,lean_left,21,Male,65kg
943,1353,0,2438,481,lean_left,21,Male,65kg
944,1322,0,2461,482,lean_left,21,Male,65kg
945,1333,0,2448,493,lean_left,21,Male,65kg
946,1312,0,2448,511,lean_left,21,Male,65kg
947,1307,0,2457,559,lean_left,21,Male,65kg
948,1358,0,2451,563,lean_left,21,Male,65kg
949,1353,0,2446,563,lean_left,21,Male,65kg
950,1361,0,2462,592,lean_left,21,Male,65kg
951,1360,0,2449,549,lean_left,21,Male,65kg
952,1381,0,2487,446,lean_left,21,Male,65kg
953,1403,0,2495,539,lean_left,21,Male,65kg
954,1388,0,2496,525,lean_left,21,Male,65kg
955,1415,0,2485,511,lean_left,21,Male,65kg
956,1392,0,2503,485,lean_left,21,Male,65kg
957,1397,0,2481,485,lean_left,21,Male,65kg
958,1375,0,2480,471,lean_left,21,Male,65kg
959,1405,0,2480,502,lean_left,21,Male,65kg
960,1403,0,2486,498,lean_left,21,Male,65kg
961,1397,0,2494,526,lean_left,21,Male,65kg
962,1374,0,2483,484,lean_left,21,Male,65kg
963,1371,0,2473,479,lean_left,21,Male,65kg
964,1374,0,2480,487,lean_left,21,Male,65kg
965,1684,0,2461,302,lean_left,21,Male,65kg
966,1557,0,2514,545,lean_left,21,Male,65kg
967,1568,0,2515,535,lean_left,21,Male,65kg
968,1623,0,2537,490,lean_left,21,Male,65kg
969,1535,0,2547,500,lean_left,21,Male,65kg
970,1567,0,2559,534,lean_left,21,Male,65kg
971,1602,0,2559,486,lean_left,21,Male,65kg
972,1740,0,2502,387,lean_left,21,Male,65kg
973,1393,0,2595,523,lean_left,21,Male,65kg
974,1348,0,2495,597,lean_left,21,Male,65kg
975,1352,0,2498,430,lean_left,21,Male,65kg
976,1362,0,2463,407,lean_left,21,Male,65kg
977,1341,0,2497,471,lean_left,21,Male,65kg
978,1441,0,2496,406,lean_left,21,Male,65kg
979,1399,0,2499,437,lean_left,21,Male,65kg
980,1387,0,2483,546,lean_left,21,Male,65kg
981,1445,0,2462,530,lean_left,21,Male,65kg
982,1534,0,2493,386,lean_left,21,Male,65kg
983,1904,0,2694,309,lean_left,21,Male,65kg
984,1840,0,2850,290,lean_left,21,Male,65kg
985,1941,0,2850,373,lean_left,21,Male,65kg
986,1923,0,2843,432,lean_left,21,Male,65kg
987,1963,0,2768,549,lean_left,21,Male,65kg
988,1965,0,2766,527,lean_left,21,Male,65kg
989,1959,0,2759,465,lean_left,21,Male,65kg
990,1936,0,2767,628,lean_left,21,Male,65kg
991,1947,0,2759,577,lean_left,21,Male,65kg
992,1956,0,2767,622,lean_left,21,Male,65kg
993,1958,0,2763,675,lean_left,21,Male,65kg
994,1952,0,2768,624,lean_left,21,Male,65kg
995,1947,0,2779,659,lean_left,21,Male,65kg
996,1966,0,2779,647,lean_left,21,Male,65kg
997,1954,0,2784,655,lean_left,21,Male,65kg
998,1955,0,2776,429,lean_left,21,Male,65kg
999,1968,0,2813,539,lean_left,21,Male,65kg
1000,1781,0,2918,656,lean_left,21,Male,65kg
1001,1189,2163,945,2116,lean_right,21,Male,65kg
1002,110,2097,0,2878,lean_right,21,Male,65kg
1003,0,1908,0,2893,lean_right,21,Male,65kg
1004,70,1943,0,2923,lean_right,21,Male,65kg
1005,60,2171,0,2792,lean_right,21,Male,65kg
1006,102,2193,0,2786,lean_right,21,Male,65kg
1007,102,2411,0,2782,lean_right,21,Male,65kg
1008,0,2226,0,2822,lean_right,21,Male,65kg
1009,0,1991,0,2799,lean_right,21,Male,65kg
1010,0,2306,0,2736,lean_right,21,Male,65kg
1011,0,2735,0,2480,lean_right,21,Male,65kg
1012,0,2545,0,2608,lean_right,21,Male,65kg
1013,168,2509,0,2622,lean_right,21,Male,65kg
1014,158,2366,0,2745,lean_right,21,Male,65kg
